car_age,mileage,engine_size,owners,fuel_type,transmission,accident_history,city_tier,price
13,154698,1.2,2,diesel,automatic,no,tier3,1200.0
8,108446,2.8,1,diesel,automatic,no,tier3,15950.35
1,500,1.8,1,electric,manual,yes,tier3,25595.62
0,3638,2.3,0,petrol,manual,no,tier3,29635.7
15,198513,2.1,2,diesel,manual,yes,tier3,1200.0
8,117798,2.3,2,petrol,manual,no,tier3,14644.79
14,172515,2.7,1,petrol,automatic,no,tier1,5975.31
6,101541,1.0,0,petrol,manual,no,tier2,16853.76
14,170487,1.3,0,petrol,automatic,no,tier3,1654.17
10,143416,1.5,0,diesel,manual,no,tier3,8365.65
3,48855,1.4,2,petrol,manual,no,tier1,23484.0
11,141856,2.3,1,petrol,automatic,no,tier2,11003.51
5,85229,2.1,0,diesel,automatic,no,tier1,22495.97
15,182850,1.8,2,diesel,manual,no,tier2,2473.85
10,129142,2.3,1,diesel,manual,no,tier2,11317.99
8,100674,2.0,0,petrol,automatic,no,tier1,18821.92
2,27988,2.0,0,diesel,manual,no,tier2,27273.59
15,186208,2.5,0,petrol,manual,no,tier1,2080.22
12,151489,1.9,2,petrol,manual,no,tier1,6597.37
7,97078,2.6,0,diesel,manual,no,tier2,16067.27
0,4493,1.8,0,hybrid,manual,no,tier3,29570.67
12,159013,2.5,1,electric,manual,no,tier2,9567.7
1,31006,2.5,2,petrol,automatic,no,tier3,27026.21
5,60820,1.2,1,petrol,automatic,no,tier2,20261.72
3,21623,2.7,0,diesel,automatic,no,tier2,25435.31
3,38211,2.2,2,diesel,automatic,no,tier1,24404.03
9,109884,2.8,0,petrol,manual,no,tier2,15234.88
10,140021,2.9,2,electric,automatic,no,tier1,18515.45
7,82027,2.6,2,diesel,automatic,no,tier1,19392.19
11,155217,1.3,1,electric,automatic,yes,tier2,4708.33
4,50452,2.1,1,petrol,automatic,yes,tier2,16474.02
13,173068,2.6,2,petrol,automatic,no,tier1,5660.38
7,85783,1.3,1,petrol,automatic,no,tier3,14244.32
5,70254,1.9,3,electric,manual,yes,tier3,17200.74
14,184121,2.8,1,diesel,automatic,yes,tier2,1200.0
0,5361,1.4,0,diesel,manual,no,tier3,24906.04
5,67129,1.0,0,electric,automatic,no,tier3,23175.39
3,40816,2.2,2,petrol,automatic,no,tier3,19707.5
3,38450,2.5,1,electric,manual,no,tier2,27364.83
1,13725,1.1,0,petrol,automatic,no,tier2,29607.74
4,58378,2.5,1,electric,manual,no,tier1,26891.55
9,120494,1.4,1,electric,automatic,no,tier2,18021.14
8,104190,1.8,1,hybrid,automatic,no,tier3,17625.75
9,125125,2.3,1,diesel,manual,no,tier1,14821.62
5,89194,2.6,1,hybrid,manual,no,tier3,21067.87
13,164102,0.9,3,diesel,automatic,yes,tier1,1200.0
3,26977,1.8,0,petrol,manual,no,tier2,23166.18
12,149728,2.6,0,petrol,manual,no,tier2,9204.73
6,94814,2.1,1,petrol,manual,no,tier1,17946.04
5,66110,1.9,2,petrol,automatic,no,tier1,21044.16
15,183620,2.1,0,petrol,manual,no,tier2,1200.0
12,158598,1.5,0,diesel,automatic,no,tier1,8961.54
15,181852,1.4,0,diesel,automatic,no,tier2,1595.98
11,142850,2.4,2,petrol,manual,no,tier1,9050.25
5,59543,1.0,0,diesel,manual,no,tier1,21793.41
15,170966,1.9,1,hybrid,automatic,no,tier2,5154.91
11,137900,2.3,1,petrol,manual,no,tier1,8750.07
1,28653,1.7,0,petrol,manual,no,tier1,28458.52
15,175574,2.2,1,petrol,manual,no,tier3,1442.32
7,84327,2.3,1,petrol,automatic,no,tier2,19437.12
11,135001,1.3,1,petrol,manual,yes,tier3,2724.46
0,2531,1.7,0,diesel,manual,no,tier2,30225.63
12,152227,1.8,1,petrol,manual,no,tier2,5380.12
7,73756,2.0,1,petrol,automatic,yes,tier1,14526.71
2,36893,1.6,0,hybrid,automatic,no,tier3,26037.82
9,118076,1.9,2,diesel,manual,no,tier3,10548.16
10,119230,1.7,0,electric,manual,no,tier1,15644.61
1,12641,1.7,0,hybrid,automatic,no,tier1,30302.76
11,145128,0.9,0,diesel,manual,no,tier2,6822.96
8,112852,0.9,0,petrol,manual,no,tier1,12910.35
4,60909,2.6,2,diesel,automatic,no,tier2,24292.07
3,38797,1.5,1,petrol,automatic,no,tier1,23293.27
2,34046,1.8,1,diesel,automatic,no,tier1,27425.14
9,107592,1.4,1,hybrid,manual,no,tier2,11205.02
12,147815,2.6,1,diesel,manual,no,tier1,9020.53
14,196801,1.4,0,diesel,manual,no,tier1,4015.25
12,149907,2.9,0,diesel,automatic,yes,tier1,7476.53
2,37573,2.2,1,petrol,manual,yes,tier1,22390.62
5,61620,0.9,0,electric,automatic,no,tier1,22403.48
7,95167,1.8,1,petrol,automatic,no,tier2,18128.23
13,164325,2.6,3,hybrid,manual,no,tier1,7161.73
6,68815,1.7,1,hybrid,automatic,no,tier3,20786.27
3,45754,2.1,2,diesel,automatic,no,tier1,25960.75
14,176515,2.5,2,electric,automatic,no,tier1,7351.36
14,175279,,1,hybrid,manual,no,tier1,3047.93
8,104858,3.0,1,petrol,manual,no,tier3,12889.58
12,154940,2.4,0,diesel,automatic,yes,tier2,2284.74
11,146792,3.4,4,petrol,automatic,no,tier3,11326.21
14,174703,1.7,3,electric,manual,no,tier2,3531.09
2,33713,1.5,0,diesel,manual,no,tier1,28033.36
11,142110,0.9,1,petrol,manual,yes,tier3,1200.0
13,163477,1.2,0,diesel,manual,no,tier1,4116.54
7,103138,2.3,1,hybrid,automatic,no,tier1,20182.32
12,143634,2.6,2,petrol,manual,no,tier1,10171.69
14,179861,1.6,0,petrol,manual,no,tier3,1200.0
7,85485,1.7,2,hybrid,automatic,yes,tier1,16431.58
5,64303,2.6,0,diesel,automatic,no,tier1,22781.46
1,29680,2.3,0,petrol,manual,yes,tier2,21763.75
10,131269,2.0,1,petrol,automatic,no,tier3,11620.01
15,189811,2.1,1,hybrid,manual,no,tier1,3845.52
12,147184,2.2,0,petrol,manual,yes,tier1,2779.46
7,99755,1.7,1,petrol,manual,no,tier1,16956.12
3,49395,0.9,1,petrol,automatic,yes,tier3,16371.74
11,128700,1.6,3,diesel,manual,yes,tier1,4612.6
6,89521,1.4,1,petrol,manual,no,tier2,18610.97
6,76271,2.5,1,petrol,manual,no,tier1,19533.71
11,139745,0.9,1,diesel,manual,no,tier2,5794.85
4,47775,0.9,1,diesel,manual,yes,tier1,18083.61
9,124360,3.2,0,diesel,manual,no,tier3,14870.65
2,46126,2.6,2,diesel,manual,no,tier3,23315.45
7,95077,2.1,1,diesel,automatic,no,tier2,15758.85
1,15978,1.9,0,electric,automatic,yes,tier2,28164.86
3,39687,1.2,0,petrol,automatic,no,tier1,25396.46
7,90652,1.8,1,petrol,automatic,no,tier2,19374.73
3,41776,1.6,1,diesel,automatic,no,tier2,24112.0
1,4358,2.0,0,diesel,manual,yes,tier3,24351.97
5,87232,2.7,1,diesel,manual,no,tier2,20706.55
3,47277,1.9,1,hybrid,manual,no,tier1,27695.12
2,53722,2.0,1,petrol,manual,no,tier2,20548.53
15,186747,2.0,0,hybrid,manual,no,tier2,4081.52
8,96438,1.7,1,petrol,manual,no,tier2,15337.58
13,170330,1.9,0,diesel,automatic,no,tier1,6451.45
1,26815,1.4,0,hybrid,manual,no,tier1,27869.59
1,25661,2.1,1,hybrid,manual,yes,tier3,22293.38
2,32930,1.1,0,petrol,manual,no,tier3,25386.28
10,123537,2.3,0,diesel,automatic,yes,tier1,11270.85
8,93252,2.0,1,diesel,manual,no,tier3,12483.19
5,49541,1.0,2,hybrid,automatic,yes,tier1,13094.02
9,102149,1.1,0,hybrid,manual,no,tier1,16357.13
3,34573,2.3,0,diesel,manual,no,tier2,24790.26
4,50452,2.1,1,petrol,automatic,yes,tier2,16474.02
2,57573,1.7,1,petrol,automatic,no,tier1,24475.88
7,88848,3.3,1,diesel,automatic,yes,tier1,15406.33
10,128056,1.3,2,petrol,manual,no,tier2,8010.79
3,53345,2.4,0,petrol,manual,yes,tier1,21842.05
10,121157,2.3,3,petrol,automatic,no,tier1,11628.35
0,17426,1.6,1,petrol,manual,no,tier3,27376.32
0,500,1.7,3,hybrid,automatic,yes,tier2,24299.06
5,79232,2.0,1,petrol,manual,no,tier3,18109.87
11,134045,1.7,0,diesel,automatic,no,tier1,13428.07
5,69905,0.9,0,diesel,manual,no,tier2,21037.29
11,128077,2.0,0,hybrid,manual,no,tier2,11040.42
12,139612,0.9,0,petrol,manual,no,tier3,2970.32
7,92682,1.0,0,petrol,automatic,no,tier3,16430.74
9,121438,1.8,0,diesel,automatic,no,tier1,11508.71
9,127087,2.3,1,petrol,automatic,yes,tier1,9665.39
0,500,0.9,1,diesel,manual,no,tier1,29126.86
13,165230,2.2,3,petrol,automatic,no,tier1,6481.43
7,81476,2.3,0,diesel,automatic,no,tier3,18360.06
5,64211,1.6,3,petrol,manual,no,tier1,19260.15
1,32458,1.8,0,hybrid,automatic,yes,tier3,25825.7
4,56512,1.7,3,hybrid,manual,no,tier2,19713.06
10,143747,1.7,0,diesel,automatic,no,tier3,9981.46
0,1935,2.0,1,hybrid,manual,no,tier2,30972.02
3,49071,1.8,1,petrol,automatic,yes,tier2,19650.27
11,129150,2.7,1,petrol,automatic,no,tier2,10767.02
2,43386,2.6,2,hybrid,automatic,no,tier1,29352.12
4,35390,1.4,0,hybrid,automatic,no,tier1,25009.09
13,158992,1.7,1,petrol,manual,no,tier1,6270.17
5,59668,,0,petrol,manual,no,tier2,18907.23
5,71446,0.9,1,petrol,manual,no,tier2,16299.75
15,183710,2.1,1,hybrid,automatic,yes,tier1,1200.0
3,47795,2.4,0,petrol,automatic,no,tier2,27400.79
9,119071,1.9,1,diesel,automatic,no,tier1,13875.11
0,4148,2.3,0,petrol,automatic,no,tier3,30018.42
4,57465,2.4,1,petrol,manual,no,tier2,20573.31
8,119867,2.0,0,hybrid,manual,no,tier2,13648.83
7,86579,1.4,2,diesel,manual,no,tier1,15663.96
0,9801,2.2,0,petrol,manual,yes,tier2,23815.75
2,34076,1.9,2,petrol,manual,yes,tier3,20202.84
1,18990,2.8,0,petrol,automatic,no,tier2,28599.71
9,108652,1.8,0,petrol,automatic,no,tier1,14678.53
2,47350,1.1,1,petrol,automatic,no,tier3,22775.34
10,145443,1.5,2,petrol,manual,no,tier2,8099.96
9,113615,2.7,0,petrol,automatic,no,tier3,14256.8
11,137671,1.7,0,petrol,manual,yes,tier1,6052.6
1,28215,1.5,0,petrol,manual,no,tier3,25154.57
2,41678,1.2,2,petrol,manual,no,tier1,24398.48
8,118118,1.5,0,petrol,automatic,no,tier2,13730.79
6,70367,1.7,0,electric,manual,no,tier3,20371.97
15,189949,1.1,0,diesel,manual,yes,tier2,1200.0
0,12071,3.0,0,petrol,manual,no,tier1,29217.91
12,150943,2.0,2,diesel,manual,no,tier1,9767.92
11,136942,1.3,0,petrol,manual,no,tier1,9199.25
3,49388,,0,petrol,manual,yes,tier1,19796.78
2,21378,2.1,4,hybrid,manual,no,tier2,25165.43
6,84539,2.7,1,hybrid,manual,no,tier2,20476.34
15,179952,1.9,2,diesel,manual,no,tier1,1200.0
11,142733,2.1,1,hybrid,automatic,no,tier2,12191.0
6,70075,1.9,0,electric,manual,no,tier3,21581.88
11,156730,2.9,1,hybrid,automatic,no,tier1,11437.56
7,97646,1.3,1,diesel,manual,yes,tier2,8975.23
12,145324,2.1,0,hybrid,automatic,no,tier2,7364.1
6,65523,1.1,1,petrol,manual,no,tier3,18941.55
10,134720,2.1,0,hybrid,automatic,yes,tier3,4458.73
2,22999,2.0,0,hybrid,manual,no,tier2,26954.41
6,83763,1.6,0,petrol,automatic,no,tier2,17930.77
11,138859,1.5,1,petrol,automatic,no,tier3,8631.98
13,161081,1.4,1,diesel,automatic,yes,tier2,1200.0
6,83473,3.7,0,diesel,automatic,yes,tier1,20620.72
15,195685,1.2,1,diesel,automatic,no,tier3,1200.0
15,193091,2.0,0,diesel,automatic,no,tier3,1200.0
10,109899,2.5,2,petrol,automatic,no,tier2,11219.95
0,500,1.4,1,petrol,automatic,no,tier1,31165.1
12,150451,2.0,0,petrol,automatic,no,tier3,7939.42
1,18252,2.4,1,petrol,automatic,yes,tier2,24887.09
2,31093,1.4,0,petrol,manual,yes,tier3,20710.4
6,74806,1.8,1,diesel,manual,no,tier1,20664.86
2,20716,2.5,2,diesel,automatic,yes,tier1,24141.41
13,160179,1.6,1,hybrid,manual,yes,tier3,1200.0
2,35174,0.9,1,diesel,automatic,no,tier2,24060.71
12,147774,1.0,1,diesel,automatic,no,tier1,5536.39
12,150572,1.3,1,petrol,manual,no,tier1,6450.64
7,110435,2.2,2,diesel,manual,no,tier3,15440.23
12,144355,1.6,0,diesel,manual,no,tier2,6279.62
14,178959,1.8,0,petrol,manual,yes,tier1,1200.0
6,69679,2.0,0,diesel,manual,no,tier1,20978.41
5,66907,1.0,0,petrol,manual,no,tier1,20594.54
8,78631,1.8,1,diesel,automatic,no,tier2,16967.95
2,35972,1.3,2,petrol,manual,yes,tier2,21420.56
11,137126,2.3,1,diesel,manual,no,tier3,8183.05
13,170300,2.1,0,hybrid,manual,no,tier3,4069.64
15,194054,2.5,0,diesel,manual,no,tier3,2064.47
11,129495,2.7,1,diesel,automatic,no,tier1,15380.61
6,71974,2.0,0,diesel,manual,no,tier3,17197.12
4,58354,2.0,1,electric,manual,yes,tier2,16973.68
10,138479,1.3,0,petrol,manual,no,tier1,8486.18
13,178214,2.7,1,petrol,manual,no,tier3,4560.93
10,129585,1.1,0,diesel,automatic,no,tier2,9635.91
3,63549,2.2,0,hybrid,manual,no,tier2,25610.11
14,174423,0.9,0,petrol,automatic,no,tier1,3158.9
12,163707,2.7,0,petrol,manual,no,tier2,9931.62
15,187166,2.2,1,diesel,automatic,no,tier1,1200.0
4,56478,1.6,3,petrol,automatic,no,tier1,20889.47
3,55425,1.9,1,petrol,manual,no,tier2,20841.62
6,83258,2.3,2,petrol,automatic,no,tier3,18546.93
8,93348,2.2,2,diesel,manual,no,tier3,13633.15
12,164129,1.0,1,diesel,automatic,no,tier1,4972.24
11,141037,2.0,1,petrol,automatic,no,tier1,10887.35
6,83420,2.5,0,diesel,manual,no,tier1,19639.03
15,185354,1.6,0,petrol,automatic,no,tier1,2568.72
4,60302,2.0,0,petrol,manual,yes,tier2,18567.78
2,21048,0.9,0,diesel,automatic,no,tier3,26751.13
11,159771,0.9,2,hybrid,manual,no,tier1,8537.59
1,25054,1.1,0,petrol,manual,no,tier1,27255.78
11,127558,0.9,0,petrol,automatic,no,tier3,6498.92
7,75196,2.7,1,electric,manual,no,tier2,20607.78
14,169107,1.3,0,diesel,automatic,no,tier1,2536.78
14,182689,0.9,2,petrol,automatic,no,tier3,1200.0
13,161900,2.2,0,hybrid,manual,no,tier3,6769.02
4,41910,3.3,1,petrol,automatic,no,tier2,27141.6
0,2750,1.8,3,petrol,manual,yes,tier1,24405.2
15,182747,1.7,0,diesel,manual,no,tier1,1804.91
14,173828,2.3,1,diesel,manual,no,tier3,4498.62
3,50084,2.0,1,petrol,automatic,no,tier2,24815.9
9,102385,2.1,0,hybrid,manual,no,tier2,15428.79
14,181752,2.1,0,petrol,automatic,no,tier1,5613.22
11,132534,1.2,0,diesel,manual,no,tier2,4896.07
5,60609,1.4,0,petrol,automatic,no,tier1,24262.47
13,145217,2.6,0,diesel,automatic,no,tier1,9128.01
5,55802,1.4,2,petrol,automatic,yes,tier1,15137.25
5,61450,1.7,0,diesel,automatic,no,tier3,20523.25
2,27883,1.3,3,hybrid,automatic,no,tier1,29254.94
2,45124,1.6,1,hybrid,manual,no,tier2,25888.43
6,67494,1.9,0,diesel,manual,no,tier1,19672.7
6,86486,1.7,0,petrol,automatic,no,tier2,17408.71
8,94663,2.2,1,diesel,automatic,no,tier3,15299.71
11,152825,2.0,1,petrol,manual,no,tier2,6747.28
8,116819,2.4,0,hybrid,automatic,no,tier3,15893.99
11,138859,2.8,0,petrol,manual,no,tier3,8529.98
0,10002,2.0,0,petrol,automatic,no,tier1,30834.43
5,77922,1.4,2,petrol,automatic,no,tier3,16759.18
14,169664,1.1,0,petrol,automatic,no,tier1,3402.53
15,175975,2.7,0,diesel,automatic,no,tier2,5572.43
12,159175,1.7,0,diesel,manual,no,tier2,6304.81
6,74085,2.3,1,petrol,automatic,no,tier3,18290.08
11,120869,1.7,4,diesel,automatic,no,tier2,8353.32
1,15978,0.9,1,petrol,automatic,no,tier3,23516.64
0,12573,1.4,2,petrol,automatic,no,tier1,30345.62
6,82873,1.9,0,diesel,manual,yes,tier1,13905.99
1,12301,1.4,1,hybrid,manual,no,tier1,31029.49
0,10776,1.6,0,diesel,manual,no,tier3,26990.3
14,194694,2.0,4,petrol,automatic,yes,tier2,1200.0
12,150602,2.3,1,diesel,automatic,yes,tier1,4103.93
11,142471,2.8,0,petrol,automatic,no,tier1,12846.98
12,148546,1.9,3,petrol,automatic,yes,tier3,1200.0
9,103103,2.1,1,hybrid,manual,yes,tier1,9509.02
5,74105,1.5,1,petrol,automatic,no,tier2,19696.03
0,3199,1.9,1,diesel,manual,no,tier1,29340.82
0,500,1.0,2,petrol,manual,no,tier2,25326.2
9,118098,2.3,0,petrol,manual,yes,tier2,6640.99
5,59902,1.9,1,petrol,automatic,no,tier3,19808.07
7,82593,1.8,1,hybrid,automatic,no,tier3,18362.0
12,146771,,1,petrol,automatic,yes,tier3,1200.0
7,105405,1.4,1,petrol,manual,no,tier1,15762.18
14,175975,0.9,0,hybrid,automatic,yes,tier2,1200.0
14,180657,1.7,0,petrol,manual,no,tier2,1200.0
3,37593,1.6,0,diesel,automatic,no,tier3,24187.51
13,159892,0.9,1,petrol,automatic,no,tier2,5067.47
0,21122,0.9,0,petrol,automatic,no,tier2,26302.66
4,61624,2.1,3,electric,manual,no,tier3,24294.68
12,151314,1.7,0,electric,manual,no,tier1,11908.48
3,58397,2.5,2,petrol,manual,no,tier2,24681.18
12,152612,1.2,2,hybrid,manual,yes,tier3,1200.0
15,184450,1.7,1,diesel,manual,no,tier1,4146.93
15,200475,0.9,2,diesel,manual,yes,tier1,1200.0
14,150108,3.3,0,petrol,automatic,yes,tier2,3378.47
5,61916,2.0,3,petrol,manual,yes,tier1,17310.26
4,52789,1.9,1,diesel,manual,no,tier1,24302.17
10,117756,2.8,0,diesel,manual,no,tier1,13528.97
11,137401,1.0,1,hybrid,manual,no,tier2,7153.96
14,184856,1.2,0,petrol,automatic,yes,tier1,1200.0
14,163027,2.4,1,hybrid,manual,no,tier1,9233.68
8,104160,3.3,0,hybrid,automatic,no,tier2,20621.58
13,153074,1.6,1,petrol,automatic,no,tier1,7718.9
14,182124,1.4,3,hybrid,automatic,no,tier2,1200.0
11,138603,1.4,1,hybrid,manual,no,tier3,7514.15
10,112838,1.6,2,diesel,manual,no,tier2,9419.29
13,172210,2.6,1,petrol,manual,no,tier1,7745.54
6,72852,1.8,0,petrol,automatic,no,tier2,20686.16
14,163933,1.3,0,petrol,manual,no,tier2,2537.72
0,500,0.9,4,hybrid,automatic,yes,tier1,23137.23
10,119351,2.9,0,diesel,manual,no,tier2,14004.16
3,37129,0.9,0,hybrid,automatic,no,tier2,24620.81
0,30418,1.7,0,petrol,manual,no,tier1,29118.35
6,78910,,0,petrol,manual,no,tier3,16989.76
4,51352,1.7,0,diesel,manual,no,tier1,23431.77
11,145337,1.5,1,petrol,automatic,no,tier1,9954.5
10,134071,1.7,0,petrol,manual,no,tier3,10449.89
0,15842,0.9,0,petrol,manual,no,tier1,27853.22
10,143270,,0,electric,automatic,no,tier1,15106.42
12,162332,1.8,0,hybrid,manual,no,tier1,8380.09
13,170306,1.8,0,hybrid,manual,no,tier1,6533.51
6,76752,1.9,0,diesel,automatic,no,tier3,20456.12
15,186396,2.5,0,petrol,automatic,no,tier1,5589.13
11,135079,2.0,1,petrol,manual,no,tier3,5988.41
14,182703,2.5,1,petrol,manual,no,tier1,2662.22
3,57222,2.4,2,diesel,manual,yes,tier3,16175.22
11,127590,2.8,0,petrol,manual,no,tier1,14723.51
11,133586,1.5,0,petrol,manual,no,tier3,6228.56
3,33603,1.1,1,petrol,automatic,no,tier1,25452.44
11,140082,1.2,2,petrol,manual,no,tier2,5987.18
9,121458,2.2,0,diesel,automatic,no,tier2,16516.77
11,147794,2.6,0,petrol,manual,no,tier3,9502.93
10,139842,1.9,1,diesel,automatic,no,tier2,9316.59
1,12750,2.3,0,petrol,automatic,yes,tier1,26273.56
9,119202,1.1,1,hybrid,automatic,no,tier1,14968.04
0,5087,1.1,2,petrol,automatic,no,tier3,25693.77
9,118169,1.9,2,petrol,manual,no,tier3,10892.31
8,111990,0.9,1,petrol,automatic,yes,tier2,7755.5
14,183371,1.9,3,petrol,automatic,no,tier1,4359.51
0,15623,0.9,0,petrol,automatic,no,tier3,27298.15
0,10298,1.2,2,petrol,automatic,no,tier1,28894.68
5,65356,1.8,1,electric,manual,no,tier2,22719.1
9,107903,1.9,1,petrol,automatic,no,tier1,13223.95
6,90696,1.2,1,diesel,automatic,no,tier1,18062.13
15,191376,1.8,1,petrol,automatic,no,tier2,1200.0
9,130173,1.5,2,diesel,automatic,yes,tier1,7209.26
2,35101,2.3,1,petrol,automatic,no,tier1,30478.06
2,32259,2.5,0,diesel,manual,no,tier1,28910.4
1,10269,2.6,1,diesel,automatic,no,tier1,30609.76
2,33664,2.9,0,electric,automatic,no,tier2,33581.34
5,55874,1.8,0,petrol,automatic,no,tier3,19915.72
2,34728,2.6,1,diesel,manual,no,tier3,27970.45
8,114456,1.5,0,petrol,manual,yes,tier3,6276.41
0,17844,,2,petrol,automatic,no,tier2,27335.71
6,70945,1.5,0,diesel,manual,no,tier3,16079.95
2,22958,1.6,0,petrol,automatic,no,tier2,26226.71
12,162327,1.7,0,diesel,manual,no,tier1,8091.21
4,56647,1.7,2,petrol,manual,no,tier1,20076.91
5,51229,0.9,0,diesel,automatic,yes,tier1,16437.09
14,166690,2.0,0,petrol,manual,no,tier1,5478.26
10,134905,3.6,2,diesel,manual,no,tier3,12454.26
8,119189,2.1,1,electric,automatic,no,tier3,16394.63
8,108352,2.4,1,petrol,automatic,no,tier1,17668.48
2,34021,2.6,0,electric,manual,no,tier3,29963.48
0,500,1.7,2,petrol,manual,yes,tier1,24825.59
12,127866,2.5,2,diesel,manual,no,tier1,7960.73
5,72553,2.6,0,hybrid,manual,no,tier2,25196.58
3,34573,2.3,0,diesel,manual,no,tier2,24790.26
11,146793,1.9,1,hybrid,automatic,yes,tier2,5889.74
3,42748,1.9,0,electric,manual,no,tier1,28362.96
10,120486,1.5,1,petrol,manual,no,tier2,10559.79
2,27192,2.6,0,petrol,manual,no,tier1,29141.8
11,130796,1.4,2,hybrid,automatic,no,tier1,12315.88
9,100531,1.5,0,diesel,automatic,no,tier1,14912.27
11,144224,0.9,0,petrol,automatic,no,tier2,6349.34
9,126165,1.6,1,diesel,automatic,no,tier3,11087.62
1,20949,2.5,2,diesel,manual,no,tier3,27687.23
12,152196,1.4,1,petrol,automatic,no,tier2,4009.3
12,140314,1.6,1,diesel,automatic,no,tier3,5771.18
14,183851,2.4,0,petrol,manual,yes,tier1,1200.0
13,178092,2.5,2,diesel,manual,yes,tier1,1200.0
10,142203,1.7,2,diesel,manual,no,tier3,9429.2
3,41132,1.2,1,petrol,manual,no,tier1,23103.56
0,500,1.8,0,petrol,manual,no,tier3,28382.98
7,97999,1.6,0,petrol,manual,no,tier1,17814.2
9,113472,1.2,0,diesel,manual,no,tier3,10833.08
4,47280,2.1,1,petrol,manual,yes,tier1,19384.96
1,43514,1.9,0,electric,manual,no,tier2,30634.8
10,102906,1.4,3,hybrid,automatic,no,tier1,12045.31
7,93973,1.3,1,diesel,manual,no,tier1,15053.44
4,60234,1.9,0,diesel,manual,no,tier1,21917.46
14,188866,1.7,3,petrol,manual,no,tier2,1200.0
4,41899,3.2,2,hybrid,manual,yes,tier3,21305.38
1,12129,1.9,0,petrol,manual,no,tier2,26963.62
4,41023,1.4,0,electric,manual,no,tier1,25620.81
15,183317,2.4,1,diesel,automatic,no,tier2,1200.0
11,153062,2.6,1,petrol,automatic,no,tier1,11740.53
10,116869,1.2,2,hybrid,automatic,no,tier1,12586.9
9,113305,2.2,2,diesel,manual,yes,tier3,8822.37
2,33377,2.5,0,diesel,manual,no,tier1,27480.48
9,105291,1.6,0,hybrid,automatic,no,tier2,15311.99
1,8749,1.8,2,petrol,automatic,no,tier3,27403.0
6,72825,2.6,1,electric,automatic,yes,tier2,18282.72
8,115116,1.3,1,petrol,automatic,no,tier3,12833.67
0,11501,1.5,1,petrol,automatic,no,tier3,28198.19
6,76883,1.9,2,diesel,automatic,yes,tier1,16940.36
1,20575,1.5,0,petrol,manual,yes,tier3,20205.11
14,163858,1.7,0,hybrid,automatic,no,tier1,9514.9
8,115982,1.8,1,diesel,automatic,no,tier2,14479.58
14,186496,1.7,2,petrol,manual,no,tier3,1200.0
1,7090,1.6,0,diesel,automatic,yes,tier1,25024.43
15,174403,1.4,0,diesel,manual,no,tier3,1200.0
4,44521,1.1,2,diesel,manual,yes,tier3,14104.41
2,38842,3.2,1,petrol,automatic,no,tier3,26913.86
10,135334,2.6,2,diesel,automatic,yes,tier3,4502.13
10,127304,2.0,1,petrol,manual,no,tier2,9655.03
2,22208,1.5,2,petrol,manual,no,tier1,25006.3
9,107285,1.9,0,diesel,manual,no,tier2,11776.38
12,147378,2.5,2,hybrid,manual,yes,tier3,2637.89
3,35501,1.6,2,diesel,manual,no,tier2,22551.75
15,174617,0.9,2,diesel,automatic,no,tier1,1689.96
4,65396,2.0,1,diesel,manual,no,tier2,21827.69
6,70142,2.1,1,diesel,automatic,no,tier3,20108.59
7,104205,1.9,0,petrol,automatic,no,tier1,17172.81
14,181759,1.6,1,diesel,manual,no,tier1,4163.48
2,41378,1.0,1,hybrid,manual,yes,tier1,21287.71
9,101762,2.3,2,petrol,automatic,yes,tier2,8154.27
5,68144,2.1,0,petrol,automatic,no,tier1,20964.72
13,162963,1.7,0,petrol,manual,yes,tier1,1200.0
1,24077,1.0,0,electric,manual,no,tier1,30850.24
10,131267,1.9,0,petrol,manual,no,tier1,11719.86
4,56001,1.4,0,diesel,automatic,no,tier2,20983.52
5,77197,2.2,3,diesel,manual,yes,tier1,17601.0
14,168722,2.0,0,electric,manual,no,tier2,6633.53
8,86267,2.0,2,petrol,automatic,no,tier1,18171.13
5,69308,1.5,1,petrol,manual,no,tier3,17448.43
14,160997,0.9,1,diesel,automatic,no,tier2,2961.73
3,43882,1.5,0,electric,automatic,no,tier3,24640.47
5,84010,1.9,0,diesel,automatic,no,tier2,20253.17
6,79155,2.3,0,electric,manual,no,tier2,21459.42
13,178195,1.5,0,petrol,automatic,yes,tier3,1200.0
3,41416,1.9,1,petrol,automatic,no,tier3,22660.43
1,22520,2.2,2,hybrid,automatic,no,tier1,30498.83
15,194071,1.9,0,diesel,manual,no,tier2,3081.57
13,165330,2.0,3,hybrid,manual,no,tier3,4732.52
10,125729,1.1,0,hybrid,automatic,no,tier2,10213.84
7,86025,1.6,1,petrol,manual,no,tier3,15927.9
8,92216,3.3,1,electric,manual,no,tier1,24507.61
5,70071,2.3,0,petrol,automatic,no,tier3,18001.23
14,174245,1.2,0,petrol,manual,no,tier2,1200.0
13,164085,1.1,1,petrol,manual,no,tier2,5210.25
3,34994,1.7,1,petrol,manual,yes,tier1,18515.66
7,99500,2.3,0,petrol,manual,no,tier1,20758.65
1,35356,3.6,0,electric,automatic,no,tier1,36200.76
14,166602,1.7,1,diesel,manual,no,tier2,1775.06
7,89637,2.3,0,diesel,automatic,no,tier1,20851.54
2,27721,1.6,0,petrol,automatic,no,tier1,30207.96
8,119079,1.2,0,petrol,automatic,no,tier1,13961.33
